Week Ending Date,State,Average Expected Count,Observed Number
2019-11-02,California,5399,5135
2019-11-02,Colorado,799,752
2019-11-02,Connecticut,616,611
2019-11-02,Delaware,188,160
2019-11-02,District of Columbia,135,138
2019-11-02,Florida,4095,3886
2019-11-02,Georgia,1683,1665
2019-11-02,Hawaii,214,205
2019-11-02,Idaho,280,299
2019-11-02,Illinois,2087,2021
2019-11-02,Indiana,1334,1341
2019-11-02,Iowa,586,615
2019-11-02,Kansas,511,495
2019-11-02,Kentucky,990,894
2019-11-02,Louisiana,863,821
2019-11-02,Maine,302,309
2019-11-02,Maryland,1012,940
2019-11-02,Massachusetts,1170,1108
2019-11-02,Michigan,1907,1921
2019-11-02,Minnesota,901,873
2019-11-02,Mississippi,601,597
2019-11-02,Missouri,1264,1264
2019-11-02,Montana,206,189
2019-11-02,Nebraska,331,316
2019-11-02,Nevada,530,492
2019-11-02,New Hampshire,254,252
2019-11-02,New Jersey,1442,1324
2019-11-02,New Mexico,353,356
2019-11-02,New York,3013,2917
2019-11-02,North Carolina,1933,1738
2019-11-02,North Dakota,137,135
2019-11-02,Ohio,2509,2374
2019-11-02,Oklahoma,757,732
2019-11-02,Oregon,746,714
2019-11-02,Pennsylvania,2725,2602
2019-11-02,Puerto Rico,578,534
2019-11-02,Rhode Island,199,190
2019-11-02,South Carolina,982,953
2019-11-02,South Dakota,169,169
2019-11-02,Tennessee,1471,1372
2019-11-02,Texas,3889,4031
2019-11-02,United States,56264,54215
2019-11-02,Utah,386,368
2019-11-02,Vermont,116,109
2019-11-02,Virginia,1363,1345
2019-11-02,Washington,1133,1150
2019-11-02,West Virginia,442,445
2019-11-02,Wisconsin,1056,1065
2019-11-02,Wyoming,82,93
2019-11-09,Alabama,1043,1041
2019-11-09,Alaska,91,89
2019-11-09,Arizona,1186,1254
2019-11-09,Arkansas,626,632
2019-11-09,California,5421,5303
2019-11-09,Colorado,804,788
2019-11-09,Connecticut,622,602
2019-11-09,Delaware,189,165
2019-11-09,District of Columbia,136,140
2019-11-09,Florida,4130,3992
2019-11-09,Georgia,1704,1683
2019-11-09,Hawaii,214,216
2019-11-09,Idaho,279,285
2019-11-09,Illinois,2100,2113
2019-11-09,Indiana,1341,1278
2019-11-09,Iowa,593,604
2019-11-09,Kansas,512,524
2019-11-09,Kentucky,995,882
2019-11-09,Louisiana,871,962
2019-11-09,Maine,302,277
2019-11-09,Maryland,1023,1000
2019-11-09,Massachusetts,1176,1117
2019-11-09,Michigan,1915,1955
2019-11-09,Minnesota,905,860
2019-11-09,Mississippi,604,639
2019-11-09,Missouri,1275,1240
2019-11-09,Montana,205,199
2019-11-09,Nebraska,333,314
2019-11-09,Nevada,531,513
2019-11-09,New Hampshire,255,237
2019-11-09,New Jersey,1459,1465
2019-11-09,New Mexico,358,354
2019-11-09,New York,3038,3061
2019-11-09,North Carolina,1946,1825
2019-11-09,North Dakota,138,146
2019-11-09,Ohio,2529,2502
2019-11-09,Oklahoma,760,823
2019-11-09,Oregon,751,756
2019-11-09,Pennsylvania,2758,2632
2019-11-09,Puerto Rico,584,589
2019-11-09,Rhode Island,204,190
2019-11-09,South Carolina,993,933
2019-11-09,South Dakota,171,174
2019-11-09,Tennessee,1490,1480
2019-11-09,Texas,3938,4054
2019-11-09,United States,56464,55806
2019-11-09,Utah,387,366
2019-11-09,Vermont,117,126
2019-11-09,Virginia,1377,1276
2019-11-09,Washington,1148,1128
2019-11-09,West Virginia,445,446
2019-11-09,Wisconsin,1067,1079
2019-11-09,Wyoming,81,86
2019-11-16,Alabama,1057,1072
2019-11-16,Alaska,91,90
2019-11-16,Arizona,1198,1197
2019-11-16,Arkansas,629,671
2019-11-16,California,5507,5123
2019-11-16,Colorado,815,795
2019-11-16,Connecticut,625,639
2019-11-16,Delaware,190,172
2019-11-16,District of Columbia,137,105
2019-11-16,Florida,4161,4090
2019-11-16,Georgia,1730,1666
2019-11-16,Hawaii,214,203
2019-11-16,Idaho,280,284
2019-11-16,Illinois,2129,2129
2019-11-16,Indiana,1355,1291
2019-11-16,Iowa,594,606
2019-11-16,Kansas,517,530
2019-11-16,Kentucky,1006,945
2019-11-16,Louisiana,869,953
2019-11-16,Maine,300,309
2019-11-16,Maryland,1033,1026
2019-11-16,Massachusetts,1185,1130
2019-11-16,Michigan,1919,1964
2019-11-16,Minnesota,912,938
2019-11-16,Mississippi,609,621
2019-11-16,Missouri,1286,1323
2019-11-16,Montana,206,186
2019-11-16,Nebraska,335,329
2019-11-16,Nevada,537,508
2019-11-16,New Hampshire,253,238
2019-11-16,New Jersey,1465,1473
2019-11-16,New Mexico,361,340
2019-11-16,New York,3055,3083
2019-11-16,North Carolina,1962,1874
2019-11-16,North Dakota,138,157
2019-11-16,Ohio,2544,2415
2019-11-16,Oklahoma,773,798
2019-11-16,Oregon,748,756
2019-11-16,Pennsylvania,2762,2727
2019-11-16,Puerto Rico,596,549
2019-11-16,Rhode Island,205,192
2019-11-16,South Carolina,1003,947
2019-11-16,South Dakota,171,184
2019-11-16,Tennessee,1498,1471
2019-11-16,Texas,4005,4043
2019-11-16,United States,56877,56044
2019-11-16,Utah,391,352
2019-11-16,Vermont,117,109
2019-11-16,Virginia,1385,1325
2019-11-16,Washington,1154,1114
2019-11-16,West Virginia,445,414
2019-11-16,Wisconsin,1076,1043
2019-11-16,Wyoming,81,94
2019-11-23,Alabama,1074,1044
2019-11-23,Alaska,93,92
2019-11-23,Arizona,1214,1220
2019-11-23,Arkansas,636,643
2019-11-23,California,5550,5165
2019-11-23,Colorado,823,763
2019-11-23,Connecticut,627,643
2019-11-23,Delaware,191,172
2019-11-23,District of Columbia,138,122
2019-11-23,Florida,4206,4055
2019-11-23,Georgia,1745,1798
2019-11-23,Hawaii,214,204
2019-11-23,Idaho,283,238
2019-11-23,Illinois,2145,2024
2019-11-23,Indiana,1360,1321
2019-11-23,Iowa,607,631
2019-11-23,Kansas,525,547
2019-11-23,Kentucky,1017,1009
2019-11-23,Louisiana,876,896
2019-11-23,Maine,301,289
2019-11-23,Maryland,1039,1036
2019-11-23,Massachusetts,1192,1231
2019-11-23,Michigan,1925,1974
2019-11-23,Minnesota,915,890
2019-11-23,Mississippi,622,636
2019-11-23,Missouri,1296,1313
2019-11-23,Montana,210,181
2019-11-23,Nebraska,340,341
2019-11-23,Nevada,545,513
2019-11-23,New Hampshire,253,268
2019-11-23,New Jersey,1473,1497
2019-11-23,New Mexico,365,352
2019-11-23,New York,3063,3018
2019-11-23,North Carolina,1970,1902
2019-11-23,North Dakota,140,150
2019-11-23,Ohio,2555,2420
2019-11-23,Oklahoma,781,780
2019-11-23,Oregon,749,702
2019-11-23,Pennsylvania,2767,2608
2019-11-23,Puerto Rico,600,581
2019-11-23,Rhode Island,205,233
2019-11-23,South Carolina,1011,963
2019-11-23,South Dakota,172,175
2019-11-23,Tennessee,1502,1498
2019-11-23,Texas,4052,4225
2019-11-23,United States,57407,56321
2019-11-23,Utah,393,409
2019-11-23,Vermont,118,113
2019-11-23,Virginia,1400,1326
2019-11-23,Washington,1166,1073
2019-11-23,West Virginia,449,461
2019-11-23,Wisconsin,1084,1074
2019-11-23,Wyoming,82,83
2019-11-30,Alabama,1087,1038
2019-11-30,Alaska,92,103
2019-11-30,Arizona,1229,1119
2019-11-30,Arkansas,651,664
2019-11-30,California,5600,5181
2019-11-30,Colorado,835,739
2019-11-30,Connecticut,635,657
2019-11-30,Delaware,194,180
2019-11-30,District of Columbia,139,119
2019-11-30,Florida,4231,4045
2019-11-30,Georgia,1777,1732
2019-11-30,Hawaii,213,214
2019-11-30,Idaho,285,267
2019-11-30,Illinois,2164,2091
2019-11-30,Indiana,1381,1321
2019-11-30,Iowa,605,553
2019-11-30,Kansas,532,461
2019-11-30,Kentucky,1025,931
2019-11-30,Louisiana,888,896
2019-11-30,Maine,300,273
2019-11-30,Maryland,1046,1023
2019-11-30,Massachusetts,1191,1204
2019-11-30,Michigan,1944,1924
2019-11-30,Minnesota,916,870
2019-11-30,Mississippi,626,597
2019-11-30,Missouri,1308,1255
2019-11-30,Montana,212,196
2019-11-30,Nebraska,343,300
2019-11-30,Nevada,553,501
2019-11-30,New Hampshire,257,237
2019-11-30,New Jersey,1478,1430
2019-11-30,New Mexico,368,408
2019-11-30,New York,3089,2981
2019-11-30,North Carolina,1994,1814
2019-11-30,North Dakota,137,147
2019-11-30,Ohio,2600,2403
2019-11-30,Oklahoma,790,767
2019-11-30,Oregon,758,737
2019-11-30,Pennsylvania,2802,2669
2019-11-30,Puerto Rico,605,625
2019-11-30,Rhode Island,206,211
2019-11-30,South Carolina,1016,1010
2019-11-30,South Dakota,174,146
2019-11-30,Tennessee,1528,1460
2019-11-30,Texas,4114,4126
2019-11-30,United States,57722,55608
2019-11-30,Utah,396,388
2019-11-30,Vermont,117,114
2019-11-30,Virginia,1409,1447
2019-11-30,Washington,1167,1090
2019-11-30,West Virginia,453,418
2019-11-30,Wisconsin,1086,1041
2019-11-30,Wyoming,83,110
2019-12-07,Alabama,1103,1072
2019-12-07,Alaska,92,93
2019-12-07,Arizona,1244,1222
2019-12-07,Arkansas,660,617
2019-12-07,California,5721,5520
2019-12-07,Colorado,840,750
2019-12-07,Connecticut,638,625
2019-12-07,Delaware,195,203
2019-12-07,District of Columbia,140,136
2019-12-07,Florida,4277,4219
2019-12-07,Georgia,1807,1686
2019-12-07,Hawaii,213,214
2019-12-07,Idaho,289,268
2019-12-07,Illinois,2184,2082
2019-12-07,Indiana,1394,1339
2019-12-07,Iowa,615,654
2019-12-07,Kansas,540,536
2019-12-07,Kentucky,1039,937
2019-12-07,Louisiana,898,998
2019-12-07,Maine,302,280
2019-12-07,Maryland,1054,975
2019-12-07,Massachusetts,1199,1284
2019-12-07,Michigan,1968,1983
2019-12-07,Minnesota,922,923
2019-12-07,Mississippi,634,630
2019-12-07,Missouri,1316,1225
2019-12-07,Montana,214,230
2019-12-07,Nebraska,347,344
2019-12-07,Nevada,559,498
2019-12-07,New Hampshire,257,242
2019-12-07,New Jersey,1488,1540
2019-12-07,New Mexico,373,363
2019-12-07,New York,3119,3192
2019-12-07,North Carolina,2012,1999
2019-12-07,North Dakota,138,148
2019-12-07,Ohio,2620,2455
2019-12-07,Oklahoma,800,757
2019-12-07,Oregon,763,714
2019-12-07,Pennsylvania,2834,2723
2019-12-07,Puerto Rico,610,558
2019-12-07,Rhode Island,205,220
2019-12-07,South Carolina,1029,1052
2019-12-07,South Dakota,174,172
2019-12-07,Tennessee,1544,1574
2019-12-07,Texas,4165,4088
2019-12-07,United States,58556,57420
2019-12-07,Utah,401,385
2019-12-07,Vermont,118,103
2019-12-07,Virginia,1421,1358
2019-12-07,Washington,1173,1157
2019-12-07,West Virginia,456,458
2019-12-07,Wisconsin,1089,1090
2019-12-07,Wyoming,83,87
2019-12-14,Alabama,1109,1081
2019-12-14,Alaska,91,94
2019-12-14,Arizona,1266,1193
2019-12-14,Arkansas,661,660
2019-12-14,California,5810,5377
2019-12-14,Colorado,841,785
2019-12-14,Connecticut,642,642
2019-12-14,Delaware,197,202
2019-12-14,District of Columbia,139,123
2019-12-14,Florida,4329,4331
2019-12-14,Georgia,1618,1712
2019-12-14,Hawaii,216,225
2019-12-14,Idaho,293,282
2019-12-14,Illinois,2203,2132
2019-12-14,Indiana,1413,1326
2019-12-14,Iowa,621,599
2019-12-14,Kansas,541,567
2019-12-14,Kentucky,1047,962
2019-12-14,Louisiana,906,915
2019-12-14,Maine,302,299
2019-12-14,Maryland,1061,1003
2019-12-14,Massachusetts,1218,1179
2019-12-14,Michigan,1976,1974
2019-12-14,Minnesota,930,892
2019-12-14,Mississippi,638,684
2019-12-14,Missouri,1331,1247
2019-12-14,Montana,214,200
2019-12-14,Nebraska,347,348
2019-12-14,Nevada,564,514
2019-12-14,New Hampshire,258,259
2019-12-14,New Jersey,1497,1586
2019-12-14,New Mexico,378,376
2019-12-14,New York,3145,3096
2019-12-14,North Carolina,2021,1950
2019-12-14,North Dakota,140,142
2019-12-14,Ohio,2646,2497
2019-12-14,Oklahoma,806,821
2019-12-14,Oregon,771,760
2019-12-14,Pennsylvania,2865,2783
2019-12-14,Puerto Rico,618,532
2019-12-14,Rhode Island,205,192
2019-12-14,South Carolina,1038,1049
2019-12-14,South Dakota,173,151
2019-12-14,Tennessee,1557,1549
2019-12-14,Texas,4204,4299
2019-12-14,United States,59040,57782
2019-12-14,Utah,402,402
2019-12-14,Vermont,118,111
2019-12-14,Virginia,1435,1409
2019-12-14,Washington,1189,1140
2019-12-14,West Virginia,463,461
2019-12-14,Wisconsin,1093,1111
2019-12-14,Wyoming,84,90
2019-12-21,Alabama,1117,1103
2019-12-21,Alaska,92,84
2019-12-21,Arizona,1284,1165
2019-12-21,Arkansas,664,613
2019-12-21,California,5926,5399
2019-12-21,Colorado,851,807
2019-12-21,Connecticut,646,647
2019-12-21,Delaware,198,179
2019-12-21,District of Columbia,140,123
2019-12-21,Florida,3814,4149
2019-12-21,Georgia,1631,1737
2019-12-21,Hawaii,218,233
2019-12-21,Idaho,295,313
2019-12-21,Illinois,2214,2103
2019-12-21,Indiana,1423,1404
2019-12-21,Iowa,632,629
2019-12-21,Kansas,546,515
2019-12-21,Kentucky,1058,1004
2019-12-21,Louisiana,917,971
2019-12-21,Maine,300,273
2019-12-21,Maryland,1069,962
2019-12-21,Massachusetts,1225,1148
2019-12-21,Michigan,1984,2008
2019-12-21,Minnesota,936,932
2019-12-21,Mississippi,647,662
2019-12-21,Missouri,1340,1257
2019-12-21,Montana,215,194
2019-12-21,Nebraska,350,381
2019-12-21,Nevada,573,527
2019-12-21,New Hampshire,263,281
2019-12-21,New Jersey,1521,1460
2019-12-21,New Mexico,383,366
2019-12-21,New York,3172,3123
2019-12-21,North Carolina,2036,1878
2019-12-21,North Dakota,140,160
2019-12-21,Ohio,2665,2459
2019-12-21,Oklahoma,820,826
2019-12-21,Oregon,778,745
2019-12-21,Pennsylvania,2891,2797
2019-12-21,Puerto Rico,618,579
2019-12-21,Rhode Island,208,219
2019-12-21,South Carolina,1050,1038
2019-12-21,South Dakota,176,151
2019-12-21,Tennessee,1576,1516
2019-12-21,Texas,4257,4290
2019-12-21,United States,59674,57585
2019-12-21,Utah,408,391
2019-12-21,Vermont,121,120
2019-12-21,Virginia,1449,1423
2019-12-21,Washington,1198,1185
2019-12-21,West Virginia,467,469
2019-12-21,Wisconsin,1101,1056
2019-12-21,Wyoming,86,110
2019-12-28,Alabama,1129,1036
2019-12-28,Alaska,91,100
2019-12-28,Arizona,1299,1219
2019-12-28,Arkansas,669,706
2019-12-28,California,5988,5567
2019-12-28,Colorado,856,842
2019-12-28,Connecticut,647,625
2019-12-28,Delaware,199,185
2019-12-28,District of Columbia,141,156
2019-12-28,Florida,3867,4309
2019-12-28,Georgia,1638,1776
2019-12-28,Hawaii,222,256
2019-12-28,Idaho,297,285
2019-12-28,Illinois,2230,2172
2019-12-28,Indiana,1431,1325
2019-12-28,Iowa,637,636
2019-12-28,Kansas,550,557
2019-12-28,Kentucky,1062,1089
2019-12-28,Louisiana,926,893
2019-12-28,Maine,299,288
2019-12-28,Maryland,1080,1054
2019-12-28,Massachusetts,1230,1205
2019-12-28,Michigan,1993,1963
2019-12-28,Minnesota,937,1006
2019-12-28,Mississippi,651,608
2019-12-28,Missouri,1350,1332
2019-12-28,Montana,215,171
2019-12-28,Nebraska,353,360
2019-12-28,Nevada,580,540
2019-12-28,New Hampshire,265,247
2019-12-28,New Jersey,1532,1572
2019-12-28,New Mexico,385,378
2019-12-28,New York,3190,3194
2019-12-28,North Carolina,2047,1998
2019-12-28,North Dakota,141,145
2019-12-28,Ohio,2678,2531
2019-12-28,Oklahoma,825,788
2019-12-28,Oregon,789,741
2019-12-28,Pennsylvania,2907,2770
2019-12-28,Puerto Rico,624,556
2019-12-28,Rhode Island,207,221
2019-12-28,South Carolina,1049,1022
2019-12-28,South Dakota,176,155
2019-12-28,Tennessee,1586,1628
2019-12-28,Texas,4298,4339
2019-12-28,United States,60131,58627
2019-12-28,Utah,410,399
2019-12-28,Vermont,122,113
2019-12-28,Virginia,1457,1417
2019-12-28,Washington,1213,1114
2019-12-28,West Virginia,472,414
2019-12-28,Wisconsin,1108,1092
2019-12-28,Wyoming,86,88
2020-01-04,Alabama,1134,1082
2020-01-04,Alaska,93,89
2020-01-04,Arizona,1311,1301
2020-01-04,Arkansas,674,672
2020-01-04,California,6039,5888
2020-01-04,Colorado,861,854
2020-01-04,Connecticut,655,633
2020-01-04,Delaware,199,199
2020-01-04,District of Columbia,143,132
2020-01-04,Florida,3904,4341
2020-01-04,Georgia,1646,1803
2020-01-04,Hawaii,228,242
2020-01-04,Idaho,298,278
2020-01-04,Illinois,2240,2191
2020-01-04,Indiana,1438,1470
2020-01-04,Iowa,641,665
2020-01-04,Kansas,550,591
2020-01-04,Kentucky,1069,1093
2020-01-04,Louisiana,933,927
2020-01-04,Maine,301,320
2020-01-04,Maryland,1093,1049
2020-01-04,Massachusetts,1235,1242
2020-01-04,Michigan,1997,2015
2020-01-04,Minnesota,941,1009
2020-01-04,Mississippi,657,673
2020-01-04,Missouri,1356,1327
2020-01-04,Montana,217,231
2020-01-04,Nebraska,352,346
2020-01-04,Nevada,581,521
2020-01-04,New Hampshire,265,261
2020-01-04,New Jersey,1545,1628
2020-01-04,New Mexico,386,408
2020-01-04,New York,3219,3319
2020-01-04,North Carolina,2061,2003
2020-01-04,North Dakota,140,149
2020-01-04,Ohio,2692,2541
2020-01-04,Oklahoma,834,901
2020-01-04,Oregon,791,737
2020-01-04,Pennsylvania,2934,2785
2020-01-04,Puerto Rico,626,555
2020-01-04,Rhode Island,212,225
2020-01-04,South Carolina,1060,1085
2020-01-04,South Dakota,177,170
2020-01-04,Tennessee,1601,1614
2020-01-04,Texas,4336,4325
2020-01-04,United States,60577,60180
2020-01-04,Utah,411,392
2020-01-04,Vermont,122,96
2020-01-04,Virginia,1458,1438
2020-01-04,Washington,1219,1183
2020-01-04,West Virginia,472,474
2020-01-04,Wisconsin,1110,1118
2020-01-04,Wyoming,87,144
2020-01-11,Alabama,1142,1127
2020-01-11,Alaska,91,105
2020-01-11,Arizona,1312,1391
2020-01-11,Arkansas,674,686
2020-01-11,California,6068,5873
2020-01-11,Colorado,861,872
2020-01-11,Connecticut,656,631
2020-01-11,Delaware,202,194
2020-01-11,District of Columbia,144,128
2020-01-11,Florida,3939,4410
2020-01-11,Georgia,1653,1807
2020-01-11,Hawaii,233,242
2020-01-11,Idaho,297,292
2020-01-11,Illinois,2248,2252
2020-01-11,Indiana,1442,1386
2020-01-11,Iowa,642,647
2020-01-11,Kansas,553,560
2020-01-11,Kentucky,1072,1058
2020-01-11,Louisiana,942,967
2020-01-11,Maine,304,318
2020-01-11,Maryland,1100,1035
2020-01-11,Massachusetts,1246,1267
2020-01-11,Michigan,2008,2065
2020-01-11,Minnesota,942,950
2020-01-11,Mississippi,662,648
2020-01-11,Missouri,1364,1333
2020-01-11,Montana,217,211
2020-01-11,Nebraska,358,362
2020-01-11,Nevada,583,556
2020-01-11,New Hampshire,267,263
2020-01-11,New Jersey,1563,1588
2020-01-11,New Mexico,386,410
2020-01-11,New York,3244,3229
2020-01-11,North Carolina,2075,1984
2020-01-11,North Dakota,140,151
2020-01-11,Ohio,2704,2616
2020-01-11,Oklahoma,839,823
2020-01-11,Oregon,787,764
2020-01-11,Pennsylvania,2959,2849
2020-01-11,Puerto Rico,627,594
2020-01-11,Rhode Island,214,201
2020-01-11,South Carolina,945,1081
2020-01-11,South Dakota,177,170
2020-01-11,Tennessee,1606,1687
2020-01-11,Texas,4349,4564
2020-01-11,United States,61075,60737
2020-01-11,Utah,411,438
2020-01-11,Vermont,122,103
2020-01-11,Virginia,1464,1562
2020-01-11,Washington,1230,1246
2020-01-11,West Virginia,473,494
2020-01-11,Wisconsin,1115,1060
2020-01-11,Wyoming,86,81
2020-01-18,Alabama,1144,1039
2020-01-18,Alaska,89,99
2020-01-18,Arizona,1130,1315
2020-01-18,Arkansas,679,658
2020-01-18,California,6066,5830
2020-01-18,Colorado,861,848
2020-01-18,Connecticut,660,639
2020-01-18,Delaware,202,190
2020-01-18,District of Columbia,143,140
2020-01-18,Florida,3970,4385
2020-01-18,Georgia,1655,1746
2020-01-18,Hawaii,233,215
2020-01-18,Idaho,299,293
2020-01-18,Illinois,2254,2231
2020-01-18,Indiana,1449,1389
2020-01-18,Iowa,643,620
2020-01-18,Kansas,553,576
2020-01-18,Kentucky,1073,1041
2020-01-18,Louisiana,947,960
2020-01-18,Maine,304,295
2020-01-18,Maryland,1103,988
2020-01-18,Massachusetts,1266,1189
2020-01-18,Michigan,2013,1936
2020-01-18,Minnesota,943,946
2020-01-18,Mississippi,665,624
2020-01-18,Missouri,1370,1334
2020-01-18,Montana,219,202
2020-01-18,Nebraska,358,333
2020-01-18,Nevada,587,605
2020-01-18,New Hampshire,270,245
2020-01-18,New Jersey,1570,1490
2020-01-18,New Mexico,390,388
2020-01-18,New York,3259,3298
2020-01-18,North Carolina,2081,1902
2020-01-18,North Dakota,143,171
2020-01-18,Ohio,2711,2477
2020-01-18,Oklahoma,844,850
2020-01-18,Oregon,784,769
2020-01-18,Pennsylvania,2966,2862
2020-01-18,Puerto Rico,627,663
2020-01-18,Rhode Island,220,204
2020-01-18,South Carolina,950,1048
2020-01-18,South Dakota,177,168
2020-01-18,Tennessee,1610,1597
2020-01-18,Texas,4366,4250
2020-01-18,United States,61287,59366
2020-01-18,Utah,412,409
2020-01-18,Vermont,122,129
2020-01-18,Virginia,1472,1466
2020-01-18,Washington,1237,1221
2020-01-18,West Virginia,476,520
2020-01-18,Wisconsin,1112,1133
2020-01-18,Wyoming,87,103
2020-01-25,Alabama,1147,1056
2020-01-25,Alaska,87,97
2020-01-25,Arizona,1136,1275
2020-01-25,Arkansas,682,616
2020-01-25,California,6069,5832
2020-01-25,Colorado,858,853
2020-01-25,Connecticut,670,653
2020-01-25,Delaware,203,190
2020-01-25,District of Columbia,142,131
2020-01-25,Florida,3997,4387
2020-01-25,Georgia,1655,1829
2020-01-25,Hawaii,236,242
2020-01-25,Idaho,300,275
2020-01-25,Illinois,2257,2199
2020-01-25,Indiana,1450,1422
2020-01-25,Iowa,646,640
2020-01-25,Kansas,558,571
2020-01-25,Kentucky,1078,944
2020-01-25,Louisiana,950,970
2020-01-25,Maine,306,308
2020-01-25,Maryland,1104,1003
2020-01-25,Massachusetts,1280,1302
2020-01-25,Michigan,2025,2012
2020-01-25,Minnesota,948,955
2020-01-25,Mississippi,666,612
2020-01-25,Missouri,1382,1352
2020-01-25,Montana,218,197
2020-01-25,Nebraska,358,358
2020-01-25,Nevada,586,577
2020-01-25,New Hampshire,270,241
2020-01-25,New Jersey,1580,1579
2020-01-25,New Mexico,392,404
2020-01-25,New York,3272,3205
2020-01-25,North Carolina,2092,1994
2020-01-25,North Dakota,144,147
2020-01-25,Ohio,2719,2564
2020-01-25,Oklahoma,845,803
2020-01-25,Oregon,783,745
2020-01-25,Pennsylvania,2984,2795
2020-01-25,Puerto Rico,625,630
2020-01-25,Rhode Island,221,199
2020-01-25,South Carolina,955,1033
2020-01-25,South Dakota,176,151
2020-01-25,Tennessee,1615,1532
2020-01-25,Texas,4389,4128
2020-01-25,United States,61501,59164
2020-01-25,Utah,412,390
2020-01-25,Vermont,123,121
2020-01-25,Virginia,1481,1459
2020-01-25,Washington,1235,1192
2020-01-25,West Virginia,477,442
2020-01-25,Wisconsin,1117,1086
2020-01-25,Wyoming,87,96
2020-02-01,Alabama,1148,1026
2020-02-01,Alaska,88,85
2020-02-01,Arizona,1144,1265
2020-02-01,Arkansas,681,681
2020-02-01,California,6071,5686
2020-02-01,Colorado,856,793
2020-02-01,Connecticut,677,686
2020-02-01,Delaware,204,183
2020-02-01,District of Columbia,142,143
2020-02-01,Florida,4017,4419
2020-02-01,Georgia,1653,1797
2020-02-01,Hawaii,237,242
2020-02-01,Idaho,299,249
2020-02-01,Illinois,2251,2137
2020-02-01,Indiana,1453,1380
2020-02-01,Iowa,645,615
2020-02-01,Kansas,556,549
2020-02-01,Kentucky,1079,978
2020-02-01,Louisiana,953,977
2020-02-01,Maine,307,288
2020-02-01,Maryland,1104,1034
2020-02-01,Massachusetts,1284,1204
2020-02-01,Michigan,2030,2004
2020-02-01,Minnesota,947,942
2020-02-01,Mississippi,669,608
2020-02-01,Missouri,1376,1364
2020-02-01,Montana,218,218
2020-02-01,Nebraska,358,373
2020-02-01,Nevada,589,532
2020-02-01,New Hampshire,270,240
2020-02-01,New Jersey,1591,1517
2020-02-01,New Mexico,396,370
2020-02-01,New York,3283,3202
2020-02-01,North Carolina,2096,1983
2020-02-01,North Dakota,143,130
2020-02-01,Ohio,2720,2493
2020-02-01,Oklahoma,849,833
2020-02-01,Oregon,781,728
2020-02-01,Pennsylvania,2988,2810
2020-02-01,Puerto Rico,621,586
2020-02-01,Rhode Island,222,220
2020-02-01,South Carolina,956,1032
2020-02-01,South Dakota,174,162
2020-02-01,Tennessee,1616,1591
2020-02-01,Texas,4389,4174
2020-02-01,United States,61630,58835
2020-02-01,Utah,408,364
2020-02-01,Vermont,122,97
2020-02-01,Virginia,1491,1479
2020-02-01,Washington,1233,1200
2020-02-01,West Virginia,478,482
2020-02-01,Wisconsin,1123,1176
2020-02-01,Wyoming,86,94
2020-02-08,Alabama,1142,1120
2020-02-08,Alaska,87,92
2020-02-08,Arizona,1152,1264
2020-02-08,Arkansas,684,673
2020-02-08,California,6081,5913
2020-02-08,Colorado,855,847
2020-02-08,Connecticut,675,652
2020-02-08,Delaware,206,191
2020-02-08,District of Columbia,141,131
2020-02-08,Florida,4039,4385
2020-02-08,Georgia,1653,1781
2020-02-08,Hawaii,238,236
2020-02-08,Idaho,303,292
2020-02-08,Illinois,2250,2232
2020-02-08,Indiana,1451,1363
2020-02-08,Iowa,646,637
2020-02-08,Kansas,554,503
2020-02-08,Kentucky,1078,956
2020-02-08,Louisiana,956,956
2020-02-08,Maine,307,316
2020-02-08,Maryland,1100,1004
2020-02-08,Massachusetts,1290,1233
2020-02-08,Michigan,2025,1940
2020-02-08,Minnesota,946,919
2020-02-08,Mississippi,673,703
2020-02-08,Missouri,1382,1334
2020-02-08,Montana,218,202
2020-02-08,Nebraska,359,345
2020-02-08,Nevada,593,579
2020-02-08,New Hampshire,272,256
2020-02-08,New Jersey,1595,1495
2020-02-08,New Mexico,398,377
2020-02-08,New York,3287,3231
2020-02-08,North Carolina,1863,2053
2020-02-08,North Dakota,144,138
2020-02-08,Ohio,2719,2533
2020-02-08,Oklahoma,851,816
2020-02-08,Oregon,778,727
2020-02-08,Pennsylvania,2995,2787
2020-02-08,Puerto Rico,614,606
2020-02-08,Rhode Island,221,244
2020-02-08,South Carolina,955,1096
2020-02-08,South Dakota,174,150
2020-02-08,Tennessee,1613,1612
2020-02-08,Texas,4385,4322
2020-02-08,United States,61713,59484
2020-02-08,Utah,407,395
2020-02-08,Vermont,124,114
2020-02-08,Virginia,1494,1524
2020-02-08,Washington,1229,1180
2020-02-08,West Virginia,477,482
2020-02-08,Wisconsin,1119,1056
2020-02-08,Wyoming,87,97
2020-02-15,Alabama,1131,1095
2020-02-15,Alaska,87,89
2020-02-15,Arizona,1351,1314
2020-02-15,Arkansas,681,688
2020-02-15,California,6030,5588
2020-02-15,Colorado,853,807
2020-02-15,Connecticut,683,635
2020-02-15,Delaware,208,202
2020-02-15,District of Columbia,142,122
2020-02-15,Florida,4045,4358
2020-02-15,Georgia,1649,1762
2020-02-15,Hawaii,239,281
2020-02-15,Idaho,304,279
2020-02-15,Illinois,2254,2216
2020-02-15,Indiana,1449,1429
2020-02-15,Iowa,641,600
2020-02-15,Kansas,556,575
